Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_Name,Unit,Indicator,Value
20,2019-20,ENG,England,Number,Total_referrals_All_Ages,191563
20,2019-20,ENG,England,%,Total_Screening_Sample_All_Ages,65.9647217886544000000
20,2019-20,ENG,England,%,Inadequate_All_Ages,0.5940604396464870000
20,2019-20,ENG,England,%,Borderline_changes_All_Ages,17.7466420968559000000
20,2019-20,ENG,England,%,Low_Grade_dyskaryosis_All_Ages,30.6604093692414000000
20,2019-20,ENG,England,%,Moderate_dyskaryosis_All_Ages,7.4085287868742900000
20,2019-20,ENG,England,%,Severe_dyskaryosis_All_Ages,8.7349853572976000000
20,2019-20,ENG,England,%,Severe_dyskaryosis_Inv_All_Ages,0.2448280722268910000
20,2019-20,ENG,England,%,Glandular_neoplasia_All_Ages,0.5752676665118000000
20,2019-20,ENG,England,%,Clinical_Urgent_All_Ages,7.3834717560280400000
20,2019-20,ENG,England,%,Clinical_Non_Urgent_All_Ages,19.7799157457338000000
20,2019-20,ENG,England,%,Other_All_Ages,6.8718907095837900000
20,2019-20,NEYH,"North East, Yorkshire and the Humber",Number,Total_referrals_All_Ages,27317
20,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Total_Screening_Sample_All_Ages,59.0804261082842000000
20,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Inadequate_All_Ages,0.2782150309331190000
20,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Borderline_changes_All_Ages,18.2962990079438000000
20,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Low_Grade_dyskaryosis_All_Ages,21.6788080682359000000
20,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Moderate_dyskaryosis_All_Ages,7.4898414906468500000
20,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Severe_dyskaryosis_All_Ages,10.4037778672621000000
20,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Severe_dyskaryosis_Inv_All_Ages,0.2562506863857670000
20,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Glandular_neoplasia_All_Ages,0.6772339568766700000
20,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Clinical_Urgent_All_Ages,12.0620858805872000000
20,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Clinical_Non_Urgent_All_Ages,21.3420214518432000000
20,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Other_All_Ages,7.5154665592854300000
20,2019-20,R1,North East,Number,Total_referrals_All_Ages,8395
20,2019-20,R1,North East,%,Total_Screening_Sample_All_Ages,76.1286480047647000000
20,2019-20,R1,North East,%,Inadequate_All_Ages,0.2977963073257890000
20,2019-20,R1,North East,%,Borderline_changes_All_Ages,25.4556283502085000000
20,2019-20,R1,North East,%,Low_Grade_dyskaryosis_All_Ages,27.7546158427635000000
20,2019-20,R1,North East,%,Moderate_dyskaryosis_All_Ages,10.4466944609887000000
20,2019-20,R1,North East,%,Severe_dyskaryosis_All_Ages,10.9469922572960000000
20,2019-20,R1,North East,%,Severe_dyskaryosis_Inv_All_Ages,0.3811792733770100000
20,2019-20,R1,North East,%,Glandular_neoplasia_All_Ages,0.8457415128052410000
20,2019-20,R1,North East,%,Clinical_Urgent_All_Ages,2.1203097081596200000
20,2019-20,R1,North East,%,Clinical_Non_Urgent_All_Ages,15.4496724240619000000
20,2019-20,R1,North East,%,Other_All_Ages,6.3013698630137000000
20,2019-20,R10,South West,Number,Total_referrals_All_Ages,26035
20,2019-20,R10,South West,%,Total_Screening_Sample_All_Ages,70.4090647205685000000
20,2019-20,R10,South West,%,Inadequate_All_Ages,0.9756097560975610000
20,2019-20,R10,South West,%,Borderline_changes_All_Ages,18.5865181486461000000
20,2019-20,R10,South West,%,Low_Grade_dyskaryosis_All_Ages,32.2373727674285000000
20,2019-20,R10,South West,%,Moderate_dyskaryosis_All_Ages,9.0916074515075800000
20,2019-20,R10,South West,%,Severe_dyskaryosis_All_Ages,8.5807566737084700000
20,2019-20,R10,South West,%,Severe_dyskaryosis_Inv_All_Ages,0.3188016132129830000
20,2019-20,R10,South West,%,Glandular_neoplasia_All_Ages,0.6183983099673520000
20,2019-20,R10,South West,%,Clinical_Urgent_All_Ages,6.6871519108891900000
20,2019-20,R10,South West,%,Clinical_Non_Urgent_All_Ages,17.5648165930478000000
20,2019-20,R10,South West,%,Other_All_Ages,5.3389667754945300000
20,2019-20,R2,North West,Number,Total_referrals_All_Ages,27538
20,2019-20,R2,North West,%,Total_Screening_Sample_All_Ages,55.8537293921127000000
20,2019-20,R2,North West,%,Inadequate_All_Ages,0.4393928389861280000
20,2019-20,R2,North West,%,Borderline_changes_All_Ages,11.4242138136393000000
20,2019-20,R2,North West,%,Low_Grade_dyskaryosis_All_Ages,26.9845304669911000000
20,2019-20,R2,North West,%,Moderate_dyskaryosis_All_Ages,5.9009368872104000000
20,2019-20,R2,North West,%,Severe_dyskaryosis_All_Ages,10.3856489214903000000
20,2019-20,R2,North West,%,Severe_dyskaryosis_Inv_All_Ages,0.1670419057302640000
20,2019-20,R2,North West,%,Glandular_neoplasia_All_Ages,0.5519645580652190000
20,2019-20,R2,North West,%,Clinical_Urgent_All_Ages,8.0434308954898700000
