Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_Name,Unit,Indicator,Value
10,2019-20,A,North East,%,Borderline_changes_Action_Normal_25to64,40.2242466713385000
10,2019-20,A,North East,%,Borderline_changes_Action_Repeat_25to64,5.4192945573464100
10,2019-20,A,North East,%,Borderline_changes_Action_Suspend_25to64,54.356458771315100
10,2019-20,A,North East,Number,Borderline_changes_Total_Tests_25to64,4281
10,2019-20,A,North East,%,Glandular_neoplasia_Action_Suspend_25to64,100.0000000000000000
10,2019-20,A,North East,Number,Glandular_neoplasia_Total_Tests_25to64,75
10,2019-20,A,North East,%,Inadequate_Action_Repeat_25to64,98.2326951399116000
10,2019-20,A,North East,%,Inadequate_Action_Suspend_25to64,1.7673048600883700
10,2019-20,A,North East,Number,Inadequate_Total_Tests_25to64,1358
10,2019-20,A,North East,%,Low_Grade_dyskaryosis_Action_Normal_25to64,15.4340836012862000
10,2019-20,A,North East,%,Low_Grade_dyskaryosis_Action_Repeat_25to64,1.2861736334405100
10,2019-20,A,North East,%,Low_Grade_dyskaryosis_Action_Suspend_25to64,83.2797427652733000
10,2019-20,A,North East,Number,Low_Grade_dyskaryosis_Total_Tests_25to64,3110
10,2019-20,A,North East,%,Moderate_dyskaryosis_Action_Suspend_25to64,100.0000000000000000
10,2019-20,A,North East,Number,Moderate_dyskaryosis_Total_Tests_25to64,999
10,2019-20,A,North East,%,Negative_Action_Normal_25to64,91.1137770105189000
10,2019-20,A,North East,%,Negative_Action_Repeat_25to64,8.4619548520182000
10,2019-20,A,North East,%,Negative_Action_Suspend_25to64,0.4242681374628770
10,2019-20,A,North East,Number,Negative_Total_Tests_25to64,136706
10,2019-20,A,North East,%,Severe_dyskaryosis_Action_Suspend_25to64,100.0000000000000000
10,2019-20,A,North East,%,Severe_dyskaryosis_Inv_Action_Suspend_25to64,100.0000000000000000
10,2019-20,A,North East,Number,Severe_dyskaryosis_Inv_Total_Tests_25to64,52
10,2019-20,A,North East,Number,Severe_dyskaryosis_Total_Tests_25to64,1027
10,2019-20,B,North West,%,Borderline_changes_Action_Normal_25to64,15.3104130596092000
10,2019-20,B,North West,%,Borderline_changes_Action_Repeat_25to64,1.1377689834281500
10,2019-20,B,North West,%,Borderline_changes_Action_Suspend_25to64,83.5518179569627000
10,2019-20,B,North West,Number,Borderline_changes_Total_Tests_25to64,4043
10,2019-20,B,North West,%,Glandular_neoplasia_Action_Suspend_25to64,100.0000000000000000
10,2019-20,B,North West,Number,Glandular_neoplasia_Total_Tests_25to64,165
10,2019-20,B,North West,%,Inadequate_Action_Repeat_25to64,89.7792869269949000
10,2019-20,B,North West,%,Inadequate_Action_Suspend_25to64,10.2207130730051000
10,2019-20,B,North West,Number,Inadequate_Total_Tests_25to64,2945
10,2019-20,B,North West,%,Low_Grade_dyskaryosis_Action_Normal_25to64,4.3453003369350500
10,2019-20,B,North West,%,Low_Grade_dyskaryosis_Action_Repeat_25to64,0.1510398512838390
10,2019-20,B,North West,%,Low_Grade_dyskaryosis_Action_Suspend_25to64,95.5036598117811000
10,2019-20,B,North West,Number,Low_Grade_dyskaryosis_Total_Tests_25to64,8607
10,2019-20,B,North West,%,Moderate_dyskaryosis_Action_Suspend_25to64,100.0000000000000000
10,2019-20,B,North West,Number,Moderate_dyskaryosis_Total_Tests_25to64,1858
10,2019-20,B,North West,%,Negative_Action_Normal_25to64,86.8646061042087000
10,2019-20,B,North West,%,Negative_Action_Repeat_25to64,10.0649260808645000
10,2019-20,B,North West,%,Negative_Action_Suspend_25to64,3.0704678149267100
10,2019-20,B,North West,Number,Negative_Total_Tests_25to64,397529
10,2019-20,B,North West,%,Severe_dyskaryosis_Action_Suspend_25to64,100.0000000000000000
10,2019-20,B,North West,%,Severe_dyskaryosis_Inv_Action_Suspend_25to64,100.0000000000000000
10,2019-20,B,North West,Number,Severe_dyskaryosis_Inv_Total_Tests_25to64,66
10,2019-20,B,North West,Number,Severe_dyskaryosis_Total_Tests_25to64,2690
10,2019-20,D,Yorkshire and the Humber,%,Borderline_changes_Action_Normal_25to64,8.2037129954841900
10,2019-20,D,Yorkshire and the Humber,%,Borderline_changes_Action_Repeat_25to64,11.7410938283994000
10,2019-20,D,Yorkshire and the Humber,%,Borderline_changes_Action_Suspend_25to64,80.0551931761164000
10,2019-20,D,Yorkshire and the Humber,Number,Borderline_changes_Total_Tests_25to64,3986
10,2019-20,D,Yorkshire and the Humber,%,Glandular_neoplasia_Action_Suspend_25to64,100.0000000000000000
10,2019-20,D,Yorkshire and the Humber,Number,Glandular_neoplasia_Total_Tests_25to64,119
10,2019-20,D,Yorkshire and the Humber,%,Inadequate_Action_Repeat_25to64,95.7490713990920000
10,2019-20,D,Yorkshire and the Humber,%,Inadequate_Action_Suspend_25to64,4.2509286009079700
10,2019-20,D,Yorkshire and the Humber,Number,Inadequate_Total_Tests_25to64,2423
10,2019-20,D,Yorkshire and the Humber,%,Low_Grade_dyskaryosis_Action_Normal_25to64,5.5164319248826300
10,2019-20,D,Yorkshire and the Humber,%,Low_Grade_dyskaryosis_Action_Repeat_25to64,0.2816901408450700
10,2019-20,D,Yorkshire and the Humber,%,Low_Grade_dyskaryosis_Action_Suspend_25to64,94.2018779342723000
10,2019-20,D,Yorkshire and the Humber,Number,Low_Grade_dyskaryosis_Total_Tests_25to64,4260
10,2019-20,D,Yorkshire and the Humber,%,Moderate_dyskaryosis_Action_Suspend_25to64,100.0000000000000000
10,2019-20,D,Yorkshire and the Humber,Number,Moderate_dyskaryosis_Total_Tests_25to64,1370
10,2019-20,D,Yorkshire and the Humber,%,Negative_Action_Normal_25to64,91.2583716430019000
10,2019-20,D,Yorkshire and the Humber,%,Negative_Action_Repeat_25to64,7.6522172781580500
10,2019-20,D,Yorkshire and the Humber,%,Negative_Action_Suspend_25to64,1.0894110788400700
10,2019-20,D,Yorkshire and the Humber,Number,Negative_Total_Tests_25to64,284741
10,2019-20,D,Yorkshire and the Humber,%,Severe_dyskaryosis_Action_Suspend_25to64,100.0000000000000000
10,2019-20,D,Yorkshire and the Humber,%,Severe_dyskaryosis_Inv_Action_Suspend_25to64,100.0000000000000000
10,2019-20,D,Yorkshire and the Humber,Number,Severe_dyskaryosis_Inv_Total_Tests_25to64,60
10,2019-20,D,Yorkshire and the Humber,Number,Severe_dyskaryosis_Total_Tests_25to64,1895
10,2019-20,E,East Midlands,%,Borderline_changes_Action_Normal_25to64,11.8908382066277000
10,2019-20,E,East Midlands,%,Borderline_changes_Action_Repeat_25to64,1.0396361273554300
10,2019-20,E,East Midlands,%,Borderline_changes_Action_Suspend_25to64,87.0695256660169000
10,2019-20,E,East Midlands,Number,Borderline_changes_Total_Tests_25to64,3078
10,2019-20,E,East Midlands,%,Glandular_neoplasia_Action_Suspend_25to64,100.0000000000000000
10,2019-20,E,East Midlands,Number,Glandular_neoplasia_Total_Tests_25to64,114
10,2019-20,E,East Midlands,%,Inadequate_Action_Repeat_25to64,97.2154372252076000
10,2019-20,E,East Midlands,%,Inadequate_Action_Suspend_25to64,2.7845627747923800
10,2019-20,E,East Midlands,Number,Inadequate_Total_Tests_25to64,2047
10,2019-20,E,East Midlands,%,Low_Grade_dyskaryosis_Action_Normal_25to64,6.1853493772429800
10,2019-20,E,East Midlands,%,Low_Grade_dyskaryosis_Action_Repeat_25to64,0.5488705932024490
10,2019-20,E,East Midlands,%,Low_Grade_dyskaryosis_Action_Suspend_25to64,93.2657800295546000
10,2019-20,E,East Midlands,Number,Low_Grade_dyskaryosis_Total_Tests_25to64,4737
10,2019-20,E,East Midlands,%,Moderate_dyskaryosis_Action_Suspend_25to64,100.0000000000000000
10,2019-20,E,East Midlands,Number,Moderate_dyskaryosis_Total_Tests_25to64,1113
10,2019-20,E,East Midlands,%,Negative_Action_Normal_25to64,91.5565582953077000
10,2019-20,E,East Midlands,%,Negative_Action_Repeat_25to64,8.1007232997771200
10,2019-20,E,East Midlands,%,Negative_Action_Suspend_25to64,0.3427184049151600
10,2019-20,E,East Midlands,Number,Negative_Total_Tests_25to64,256187
10,2019-20,E,East Midlands,%,Severe_dyskaryosis_Action_Suspend_25to64,100.0000000000000000
10,2019-20,E,East Midlands,%,Severe_dyskaryosis_Inv_Action_Suspend_25to64,100.0000000000000000
10,2019-20,E,East Midlands,Number,Severe_dyskaryosis_Inv_Total_Tests_25to64,52
10,2019-20,E,East Midlands,Number,Severe_dyskaryosis_Total_Tests_25to64,1454
10,2019-20,ENG,England,%,Borderline_changes_Action_Normal_25to64,28.8000770416025000
10,2019-20,ENG,England,%,Borderline_changes_Action_Repeat_25to64,3.6363636363636400
10,2019-20,ENG,England,%,Borderline_changes_Action_Suspend_25to64,67.5635593220339000
10,2019-20,ENG,England,Number,Borderline_changes_Total_Tests_25to64,51920
10,2019-20,ENG,England,%,Glandular_neoplasia_Action_Suspend_25to64,100.0000000000000000
10,2019-20,ENG,England,Number,Glandular_neoplasia_Total_Tests_25to64,1154
10,2019-20,ENG,England,%,Inadequate_Action_Repeat_25to64,96.5842404694710000
10,2019-20,ENG,England,%,Inadequate_Action_Suspend_25to64,3.4157595305290500
10,2019-20,ENG,England,Number,Inadequate_Total_Tests_25to64,44646
10,2019-20,ENG,England,%,Low_Grade_dyskaryosis_Action_Normal_25to64,9.7283719346049000
10,2019-20,ENG,England,%,Low_Grade_dyskaryosis_Action_Repeat_25to64,0.8358878292461400
10,2019-20,ENG,England,%,Low_Grade_dyskaryosis_Action_Suspend_25to64,89.4357402361490000
10,2019-20,ENG,England,Number,Low_Grade_dyskaryosis_Total_Tests_25to64,70464
10,2019-20,ENG,England,%,Moderate_dyskaryosis_Action_Suspend_25to64,100.0000000000000000
10,2019-20,ENG,England,Number,Moderate_dyskaryosis_Total_Tests_25to64,15408
10,2019-20,ENG,England,%,Negative_Action_Normal_25to64,91.2955492622170000
