Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_Name,Unit,Indicator,Value
23,2019-20,ENG,England,%,BordLow_Ablation_Biopsy_All_Ages,0.0056637328530487900
23,2019-20,ENG,England,%,BordLow_Ablation_No_biopsy_All_Ages,0.0203894382709756000
23,2019-20,ENG,England,%,BordLow_Diag_biopsy_punch_All_Ages,55.0446868522106000000
23,2019-20,ENG,England,%,BordLow_Excision_All_Ages,0.9820912767186600000
23,2019-20,ENG,England,%,BordLow_No_procedure_All_Ages,43.5133267634032000000
23,2019-20,ENG,England,%,BordLow_Other_All_Ages,0.4338419365435370000
23,2019-20,ENG,England,%,BordLow_Procedure_used_All_Ages,56.4866732365968000000
23,2019-20,ENG,England,Number,BordLow_referrals_All_Ages,88281
23,2019-20,ENG,England,%,ClinNonUrg_Ablation_Biopsy_All_Ages,0.1412429378531070000
23,2019-20,ENG,England,%,ClinNonUrg_Ablation_No_biopsy_All_Ages,1.0924708866597500000
23,2019-20,ENG,England,%,ClinNonUrg_Diag_biopsy_punch_All_Ages,29.8772051193359000000
23,2019-20,ENG,England,%,ClinNonUrg_Excision_All_Ages,0.9944655828433070000
23,2019-20,ENG,England,%,ClinNonUrg_No_procedure_All_Ages,63.6169722126139000000
23,2019-20,ENG,England,%,ClinNonUrg_Other_All_Ages,4.2776432606941100000
23,2019-20,ENG,England,%,ClinNonUrg_Procedure_used_All_Ages,36.3830277873861000000
23,2019-20,ENG,England,Number,ClinNonUrg_referrals_All_Ages,34692
23,2019-20,ENG,England,%,ClinUrg_Ablation_Biopsy_All_Ages,0.0223347230494342000
23,2019-20,ENG,England,%,ClinUrg_Ablation_No_biopsy_All_Ages,0.3648004764740920000
23,2019-20,ENG,England,%,ClinUrg_Diag_biopsy_punch_All_Ages,35.0059559261465000000
23,2019-20,ENG,England,%,ClinUrg_Excision_All_Ages,1.5336509827278100000
23,2019-20,ENG,England,%,ClinUrg_No_procedure_All_Ages,58.3680762358547000000
23,2019-20,ENG,England,%,ClinUrg_Other_All_Ages,4.7051816557474700000
23,2019-20,ENG,England,%,ClinUrg_Procedure_used_All_Ages,41.6319237641453000000
23,2019-20,ENG,England,Number,ClinUrg_referrals_All_Ages,13432
23,2019-20,ENG,England,%,HGDWorse_Ablation_Biopsy_All_Ages,0.0094855661302052100
23,2019-20,ENG,England,%,HGDWorse_Ablation_No_biopsy_All_Ages,0.0031618553767350700
23,2019-20,ENG,England,%,HGDWorse_Diag_biopsy_punch_All_Ages,37.0000316185538000000
23,2019-20,ENG,England,%,HGDWorse_Excision_All_Ages,50.2924716223480000000
23,2019-20,ENG,England,%,HGDWorse_No_procedure_All_Ages,12.5272710026243000000
23,2019-20,ENG,England,%,HGDWorse_Other_All_Ages,0.1675783349669590000
23,2019-20,ENG,England,%,HGDWorse_Procedure_used_All_Ages,87.4727289973757000000
23,2019-20,ENG,England,Number,HGDWorse_referrals_All_Ages,31627
23,2019-20,ENG,England,%,Inad_Ablation_Biopsy_All_Ages,0.0000000000000000000
23,2019-20,ENG,England,%,Inad_Ablation_No_biopsy_All_Ages,0.3696857670979670000
23,2019-20,ENG,England,%,Inad_Diag_biopsy_punch_All_Ages,25.6007393715342000000
23,2019-20,ENG,England,%,Inad_Excision_All_Ages,0.7393715341959330000
23,2019-20,ENG,England,%,Inad_No_procedure_All_Ages,72.3659889094270000000
23,2019-20,ENG,England,%,Inad_Other_All_Ages,0.9242144177449170000
23,2019-20,ENG,England,%,Inad_Procedure_used_All_Ages,27.6340110905730000000
23,2019-20,ENG,England,Number,Inad_referrals_All_Ages,1082
23,2019-20,ENG,England,%,Total_Ablation_Biopsy_All_Ages,0.0358132641310876000
23,2019-20,ENG,England,%,Total_Ablation_No_biopsy_All_Ages,0.2754866471622120000
23,2019-20,ENG,England,%,Total_Diag_biopsy_punch_All_Ages,43.5158707857430000000
23,2019-20,ENG,England,%,Total_Excision_All_Ages,9.6861105142233800000
23,2019-20,ENG,England,%,Total_No_procedure_All_Ages,44.9809087753517000000
23,2019-20,ENG,England,%,Total_Other_All_Ages,1.5058100133886500000
23,2019-20,ENG,England,%,Total_Procedure_used_All_Ages,55.0190912246483000000
23,2019-20,ENG,England,Number,Total_referrals_All_Ages,181497
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,BordLow_Ablation_Biopsy_All_Ages,0.0369344413665743000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,BordLow_Ablation_No_biopsy_All_Ages,0.0184672206832872000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,BordLow_Diag_biopsy_punch_All_Ages,64.2843951985226000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,BordLow_Excision_All_Ages,1.0156971375807900000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,BordLow_No_procedure_All_Ages,34.3582640812558000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,BordLow_Other_All_Ages,0.2862419205909510000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,BordLow_Procedure_used_All_Ages,65.6417359187442000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",Number,BordLow_referrals_All_Ages,10830
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinNonUrg_Ablation_Biopsy_All_Ages,0.0358615743231128000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinNonUrg_Ablation_No_biopsy_All_Ages,1.3268782499551700000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinNonUrg_Diag_biopsy_punch_All_Ages,30.6437152590999000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinNonUrg_Excision_All_Ages,1.4703245472476200000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinNonUrg_No_procedure_All_Ages,61.7715617715618000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinNonUrg_Other_All_Ages,4.7516585978124400000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinNonUrg_Procedure_used_All_Ages,38.2284382284382000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",Number,ClinNonUrg_referrals_All_Ages,5577
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinUrg_Ablation_Biopsy_All_Ages,0.0000000000000000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinUrg_Ablation_No_biopsy_All_Ages,0.4146730462519940000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinUrg_Diag_biopsy_punch_All_Ages,38.3094098883573000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinUrg_Excision_All_Ages,1.3397129186602900000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinUrg_No_procedure_All_Ages,54.3221690590112000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinUrg_Other_All_Ages,5.6140350877193000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,ClinUrg_Procedure_used_All_Ages,45.6778309409888000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",Number,ClinUrg_referrals_All_Ages,3135
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,HGDWorse_Ablation_Biopsy_All_Ages,0.0197160883280757000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,HGDWorse_Ablation_No_biopsy_All_Ages,0.0000000000000000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,HGDWorse_Diag_biopsy_punch_All_Ages,37.8154574132492000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,HGDWorse_Excision_All_Ages,50.9660883280757000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,HGDWorse_No_procedure_All_Ages,11.1001577287066000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,HGDWorse_Other_All_Ages,0.0985804416403785000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,HGDWorse_Procedure_used_All_Ages,88.8998422712934000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",Number,HGDWorse_referrals_All_Ages,5072
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Inad_Ablation_Biopsy_All_Ages,0.0000000000000000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Inad_Ablation_No_biopsy_All_Ages,0.0000000000000000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Inad_Diag_biopsy_punch_All_Ages,39.4736842105263000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Inad_Excision_All_Ages,0.0000000000000000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Inad_No_procedure_All_Ages,60.5263157894737000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Inad_Other_All_Ages,0.0000000000000000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Inad_Procedure_used_All_Ages,39.4736842105263000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",Number,Inad_referrals_All_Ages,76
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Total_Ablation_Biopsy_All_Ages,0.0262309825376602000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Total_Ablation_No_biopsy_All_Ages,0.3897174548452370000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Total_Diag_biopsy_punch_All_Ages,45.9604286892003000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Total_Excision_All_Ages,10.8783631866897000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Total_No_procedure_All_Ages,40.8903544929926000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Total_Other_All_Ages,1.8549051937345400000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",%,Total_Procedure_used_All_Ages,59.1096455070074000000
23,2019-20,NEYH,"North East, Yorkshire and the Humber",Number,Total_referrals_All_Ages,26686
23,2019-20,R1,North East,%,BordLow_Ablation_Biopsy_All_Ages,0.0878734622144112000
23,2019-20,R1,North East,%,BordLow_Ablation_No_biopsy_All_Ages,0.0000000000000000000
23,2019-20,R1,North East,%,BordLow_Diag_biopsy_punch_All_Ages,73.1766256590510000000
23,2019-20,R1,North East,%,BordLow_Excision_All_Ages,1.1862917398945500000
23,2019-20,R1,North East,%,BordLow_No_procedure_All_Ages,25.3734622144112000000
23,2019-20,R1,North East,%,BordLow_Other_All_Ages,0.1757469244288220000
23,2019-20,R1,North East,%,BordLow_Procedure_used_All_Ages,74.6265377855888000000
23,2019-20,R1,North East,Number,BordLow_referrals_All_Ages,4552
23,2019-20,R1,North East,%,ClinNonUrg_Ablation_Biopsy_All_Ages,0.0000000000000000000
23,2019-20,R1,North East,%,ClinNonUrg_Ablation_No_biopsy_All_Ages,0.0000000000000000000
23,2019-20,R1,North East,%,ClinNonUrg_Diag_biopsy_punch_All_Ages,20.7801950487622000000
23,2019-20,R1,North East,%,ClinNonUrg_Excision_All_Ages,1.9504876219054800000
23,2019-20,R1,North East,%,ClinNonUrg_No_procedure_All_Ages,75.0187546886722000000
23,2019-20,R1,North East,%,ClinNonUrg_Other_All_Ages,2.2505626406601600000
23,2019-20,R1,North East,%,ClinNonUrg_Procedure_used_All_Ages,24.9812453113278000000
23,2019-20,R1,North East,Number,ClinNonUrg_referrals_All_Ages,1333
23,2019-20,R1,North East,%,ClinUrg_Ablation_Biopsy_All_Ages,0.0000000000000000000
23,2019-20,R1,North East,%,ClinUrg_Ablation_No_biopsy_All_Ages,0.5917159763313610000
23,2019-20,R1,North East,%,ClinUrg_Diag_biopsy_punch_All_Ages,37.2781065088757000000
23,2019-20,R1,North East,%,ClinUrg_Excision_All_Ages,8.8757396449704100000
23,2019-20,R1,North East,%,ClinUrg_No_procedure_All_Ages,52.0710059171598000000
23,2019-20,R1,North East,%,ClinUrg_Other_All_Ages,1.1834319526627200000
23,2019-20,R1,North East,%,ClinUrg_Procedure_used_All_Ages,47.9289940828402000000
23,2019-20,R1,North East,Number,ClinUrg_referrals_All_Ages,169
23,2019-20,R1,North East,%,HGDWorse_Ablation_Biopsy_All_Ages,0.0526592943654555000
23,2019-20,R1,North East,%,HGDWorse_Ablation_No_biopsy_All_Ages,0.0000000000000000000
23,2019-20,R1,North East,%,HGDWorse_Diag_biopsy_punch_All_Ages,46.0768825697736000000
23,2019-20,R1,North East,%,HGDWorse_Excision_All_Ages,45.3396524486572000000
23,2019-20,R1,North East,%,HGDWorse_No_procedure_All_Ages,8.5308056872037900000
23,2019-20,R1,North East,%,HGDWorse_Other_All_Ages,0.0000000000000000000
23,2019-20,R1,North East,%,HGDWorse_Procedure_used_All_Ages,91.4691943127962000000
23,2019-20,R1,North East,Number,HGDWorse_referrals_All_Ages,1899
23,2019-20,R1,North East,%,Inad_Ablation_Biopsy_All_Ages,0.0000000000000000000
23,2019-20,R1,North East,%,Inad_Ablation_No_biopsy_All_Ages,0.0000000000000000000
23,2019-20,R1,North East,%,Inad_Diag_biopsy_punch_All_Ages,29.1666666666667000000
23,2019-20,R1,North East,%,Inad_Excision_All_Ages,0.0000000000000000000
23,2019-20,R1,North East,%,Inad_No_procedure_All_Ages,70.8333333333333000000
23,2019-20,R1,North East,%,Inad_Other_All_Ages,0.0000000000000000000
23,2019-20,R1,North East,%,Inad_Procedure_used_All_Ages,29.1666666666667000000
23,2019-20,R1,North East,Number,Inad_referrals_All_Ages,24
23,2019-20,R1,North East,%,Total_Ablation_Biopsy_All_Ages,0.0591156301726176000
23,2019-20,R1,North East,%,Total_Ablation_No_biopsy_All_Ages,0.0118231260345235000
23,2019-20,R1,North East,%,Total_Diag_biopsy_punch_All_Ages,55.4031685977773000000
23,2019-20,R1,North East,%,Total_Excision_All_Ages,12.0950579333176000000
23,2019-20,R1,North East,%,Total_No_procedure_All_Ages,31.9460865452826000000
23,2019-20,R1,North East,%,Total_Other_All_Ages,0.4847481674154650000
23,2019-20,R1,North East,%,Total_Procedure_used_All_Ages,68.0539134547174000000
23,2019-20,R1,North East,Number,Total_referrals_All_Ages,8458
23,2019-20,R10,South West,%,BordLow_Ablation_Biopsy_All_Ages,0.0000000000000000000
23,2019-20,R10,South West,%,BordLow_Ablation_No_biopsy_All_Ages,0.0156494522691706000
23,2019-20,R10,South West,%,BordLow_Diag_biopsy_punch_All_Ages,66.9092331768388000000
23,2019-20,R10,South West,%,BordLow_Excision_All_Ages,1.3771517996870100000
23,2019-20,R10,South West,%,BordLow_No_procedure_All_Ages,31.1971830985915000000
23,2019-20,R10,South West,%,BordLow_Other_All_Ages,0.5007824726134590000
23,2019-20,R10,South West,%,BordLow_Procedure_used_All_Ages,68.8028169014084000000
23,2019-20,R10,South West,Number,BordLow_referrals_All_Ages,12780
23,2019-20,R10,South West,%,ClinNonUrg_Ablation_Biopsy_All_Ages,0.0242306760358614000
23,2019-20,R10,South West,%,ClinNonUrg_Ablation_No_biopsy_All_Ages,0.3634601405379210000
23,2019-20,R10,South West,%,ClinNonUrg_Diag_biopsy_punch_All_Ages,35.6190937727163000000
23,2019-20,R10,South West,%,ClinNonUrg_Excision_All_Ages,1.3569178580082400000
23,2019-20,R10,South West,%,ClinNonUrg_No_procedure_All_Ages,59.3893869638963000000
23,2019-20,R10,South West,%,ClinNonUrg_Other_All_Ages,3.2469105888054300000
23,2019-20,R10,South West,%,ClinNonUrg_Procedure_used_All_Ages,40.6106130361037000000
23,2019-20,R10,South West,Number,ClinNonUrg_referrals_All_Ages,4127
23,2019-20,R10,South West,%,ClinUrg_Ablation_Biopsy_All_Ages,0.0000000000000000000
23,2019-20,R10,South West,%,ClinUrg_Ablation_No_biopsy_All_Ages,0.1172332942555690000
23,2019-20,R10,South West,%,ClinUrg_Diag_biopsy_punch_All_Ages,39.2731535756155000000
23,2019-20,R10,South West,%,ClinUrg_Excision_All_Ages,1.9929660023446700000
23,2019-20,R10,South West,%,ClinUrg_No_procedure_All_Ages,54.5134818288394000000
23,2019-20,R10,South West,%,ClinUrg_Other_All_Ages,4.1031652989449000000
23,2019-20,R10,South West,%,ClinUrg_Procedure_used_All_Ages,45.4865181711606000000
23,2019-20,R10,South West,Number,ClinUrg_referrals_All_Ages,1706
23,2019-20,R10,South West,%,HGDWorse_Ablation_Biopsy_All_Ages,0.0000000000000000000
23,2019-20,R10,South West,%,HGDWorse_Ablation_No_biopsy_All_Ages,0.0000000000000000000
