Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Unit,Indicator,Value
19,2019-20,ENG,England,ENG,England,%,Samples_GP_NHSCC_Borderline_25to64,1.4741992528044900000
19,2019-20,ENG,England,ENG,England,%,Samples_GP_NHSCC_Inadequate_25to64,1.2452939377154600000
19,2019-20,ENG,England,ENG,England,%,Samples_GP_NHSCC_Low_Grade_25to64,1.9023448892919100000
19,2019-20,ENG,England,ENG,England,%,Samples_GP_NHSCC_Moderate_25to64,0.4405687579590850000
19,2019-20,ENG,England,ENG,England,%,Samples_GP_NHSCC_Negative_25to64,95.6600779475530000000
19,2019-20,ENG,England,ENG,England,%,Samples_GP_NHSCC_Severe_25to64,0.5228091523915180000
19,2019-20,ENG,England,ENG,England,Number,Samples_Total_GP_NHSCC_25to64,3024025
19,2019-20,ENG,England,ENG,England,Number,Samples_Total_GP_NHSCC_Adequate_25to64,2986367
19,2019-20,ENG,England,ENG,England,Number,Samples_Total_all_sources_All_Ages,3276381
19,2019-20,NEYH,"North East, Yorkshire and the Humber",NEYH,"North East, Yorkshire and the Humber",%,Samples_GP_NHSCC_Borderline_25to64,1.6655409938213100000
19,2019-20,NEYH,"North East, Yorkshire and the Humber",NEYH,"North East, Yorkshire and the Humber",%,Samples_GP_NHSCC_Inadequate_25to64,0.8247743541861190000
19,2019-20,NEYH,"North East, Yorkshire and the Humber",NEYH,"North East, Yorkshire and the Humber",%,Samples_GP_NHSCC_Low_Grade_25to64,1.3921957897561500000
19,2019-20,NEYH,"North East, Yorkshire and the Humber",NEYH,"North East, Yorkshire and the Humber",%,Samples_GP_NHSCC_Moderate_25to64,0.6035425720373770000
19,2019-20,NEYH,"North East, Yorkshire and the Humber",NEYH,"North East, Yorkshire and the Humber",%,Samples_GP_NHSCC_Negative_25to64,95.6676377016262000000
19,2019-20,NEYH,"North East, Yorkshire and the Humber",NEYH,"North East, Yorkshire and the Humber",%,Samples_GP_NHSCC_Severe_25to64,0.6710829427589670000
19,2019-20,NEYH,"North East, Yorkshire and the Humber",NEYH,"North East, Yorkshire and the Humber",Number,Samples_Total_GP_NHSCC_25to64,443394
19,2019-20,NEYH,"North East, Yorkshire and the Humber",NEYH,"North East, Yorkshire and the Humber",Number,Samples_Total_GP_NHSCC_Adequate_25to64,439737
19,2019-20,NEYH,"North East, Yorkshire and the Humber",NEYH,"North East, Yorkshire and the Humber",Number,Samples_Total_all_sources_All_Ages,482399
19,2019-20,R1,North East,60050,University Hospital of North Durham,%,Samples_GP_NHSCC_Borderline_25to64,5.1922725333658400000
19,2019-20,R1,North East,60050,University Hospital of North Durham,%,Samples_GP_NHSCC_Inadequate_25to64,1.2279540119183800000
19,2019-20,R1,North East,60050,University Hospital of North Durham,%,Samples_GP_NHSCC_Low_Grade_25to64,3.1080504601133500000
19,2019-20,R1,North East,60050,University Hospital of North Durham,%,Samples_GP_NHSCC_Moderate_25to64,0.7008349076726190000
19,2019-20,R1,North East,60050,University Hospital of North Durham,%,Samples_GP_NHSCC_Negative_25to64,90.3467609238832000000
19,2019-20,R1,North East,60050,University Hospital of North Durham,%,Samples_GP_NHSCC_Severe_25to64,0.6520811749649580000
19,2019-20,R1,North East,60050,University Hospital of North Durham,Number,Samples_Total_GP_NHSCC_25to64,16613
19,2019-20,R1,North East,60050,University Hospital of North Durham,Number,Samples_Total_GP_NHSCC_Adequate_25to64,16409
19,2019-20,R1,North East,60050,University Hospital of North Durham,Number,Samples_Total_all_sources_All_Ages,18119
19,2019-20,R1,North East,60080,Queen Elizabeth Hospital,%,Samples_GP_NHSCC_Borderline_25to64,1.4619539689995300000
19,2019-20,R1,North East,60080,Queen Elizabeth Hospital,%,Samples_GP_NHSCC_Inadequate_25to64,0.3527904377994770000
19,2019-20,R1,North East,60080,Queen Elizabeth Hospital,%,Samples_GP_NHSCC_Low_Grade_25to64,1.6621653358384200000
19,2019-20,R1,North East,60080,Queen Elizabeth Hospital,%,Samples_GP_NHSCC_Moderate_25to64,0.6100281822451860000
19,2019-20,R1,North East,60080,Queen Elizabeth Hospital,%,Samples_GP_NHSCC_Negative_25to64,95.6781352747769000000
19,2019-20,R1,North East,60080,Queen Elizabeth Hospital,%,Samples_GP_NHSCC_Severe_25to64,0.5877172381399720000
19,2019-20,R1,North East,60080,Queen Elizabeth Hospital,Number,Samples_Total_GP_NHSCC_25to64,170923
19,2019-20,R1,North East,60080,Queen Elizabeth Hospital,Number,Samples_Total_GP_NHSCC_Adequate_25to64,170320
19,2019-20,R1,North East,60080,Queen Elizabeth Hospital,Number,Samples_Total_all_sources_All_Ages,181544
19,2019-20,R1,North East,60103,Royal Victoria Infirmary,%,Samples_GP_NHSCC_Borderline_25to64,3.8002749323755000000
19,2019-20,R1,North East,60103,Royal Victoria Infirmary,%,Samples_GP_NHSCC_Inadequate_25to64,1.4594712693904300000
19,2019-20,R1,North East,60103,Royal Victoria Infirmary,%,Samples_GP_NHSCC_Low_Grade_25to64,2.3014500465611300000
19,2019-20,R1,North East,60103,Royal Victoria Infirmary,%,Samples_GP_NHSCC_Moderate_25to64,0.3946609906434300000
19,2019-20,R1,North East,60103,Royal Victoria Infirmary,%,Samples_GP_NHSCC_Negative_25to64,92.4304908873221000000
19,2019-20,R1,North East,60103,Royal Victoria Infirmary,%,Samples_GP_NHSCC_Severe_25to64,1.0731231430978700000
19,2019-20,R1,North East,60103,Royal Victoria Infirmary,Number,Samples_Total_GP_NHSCC_25to64,22885
19,2019-20,R1,North East,60103,Royal Victoria Infirmary,Number,Samples_Total_GP_NHSCC_Adequate_25to64,22551
19,2019-20,R1,North East,60103,Royal Victoria Infirmary,Number,Samples_Total_all_sources_All_Ages,25123
19,2019-20,R1,North East,60110,University Hospital of North Tees,%,Samples_GP_NHSCC_Borderline_25to64,2.9372272574689500000
19,2019-20,R1,North East,60110,University Hospital of North Tees,%,Samples_GP_NHSCC_Inadequate_25to64,1.6073984366398800000
19,2019-20,R1,North East,60110,University Hospital of North Tees,%,Samples_GP_NHSCC_Low_Grade_25to64,1.3147588676289600000
19,2019-20,R1,North East,60110,University Hospital of North Tees,%,Samples_GP_NHSCC_Moderate_25to64,0.5203088284659280000
19,2019-20,R1,North East,60110,University Hospital of North Tees,%,Samples_GP_NHSCC_Negative_25to64,94.6234754391854000000
19,2019-20,R1,North East,60110,University Hospital of North Tees,%,Samples_GP_NHSCC_Severe_25to64,0.6042296072507550000
19,2019-20,R1,North East,60110,University Hospital of North Tees,Number,Samples_Total_GP_NHSCC_25to64,18166
19,2019-20,R1,North East,60110,University Hospital of North Tees,Number,Samples_Total_GP_NHSCC_Adequate_25to64,17874
